 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,149621,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,77749.78111,60.15198401,18702.625,52545.71433,148746,4,557,278.5,388.2016229,553,4,149570,29914,66429.4688,148746,16,0,0,0,0,72,132,20.05066134,40.10132268,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72360387,9,5,62,11607,20,0,6.888888889,5.30199124,10135,0,2321.4,4413.201989,161.2622663,0.193476024,5566183.615,19300000,69900000,4,71800000,8974572.875,24600000,69900000,4,564453,141113.25,281624.6541,563550,5,0,0,0,0,192,112,0.124377444,0.06909858,0,10135,778.3333333,2615.387752,6840253.095,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1859822,0,1859822,1859822,69900000,0,69900000,69900000,DDoS
80,149592,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,77764.85374,53.47879566,21370.28571,56203.94039,148828,3,576,288,403.0508653,573,3,149586,37396.5,74288.08341,148828,5,0,0,0,0,72,112,20.05454837,33.42424729,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72359428,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,161.2644036,0.179658689,6029952.333,20100000,69900000,4,71800000,8974575.875,24600000,69900000,48,563485,187828.3333,324704.8733,562765,4,0,0,0,0,192,92,0.124379093,0.055279597,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1857728,0,1857728,1857728,69900000,0,69900000,69900000,DDoS
80,139413,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,83442.72055,57.38345778,19916.14286,52399.66937,138747,3,452,226,315.3696244,449,3,139367,34841.75,69270.43273,138747,3,0,0,0,0,72,112,21.51879667,35.86466111,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72358113,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,161.1844134,0.179661954,6029842.75,20200000,70000000,40,71900000,10300000,26400000,70000000,48,497960,124490,248305.4727,496948,136,0,0,0,0,172,112,0.110561203,0.069100752,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1855049,0,1855049,1855049,70000000,0,70000000,70000000,DDoS
80,564662,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,20601.70509,15.93873857,70582.75,199297.1921,563818,3,499,249.5,323.147799,478,21,564617,112923.4,252057.8382,563818,3,0,0,0,0,72,132,5.312912858,10.62582572,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71886063,8,5,56,11607,20,0,7,5.656854249,10220,0,2321.4,4455.182578,162.2428537,0.18084173,5990505.25,20200000,70000000,3,71400000,10200000,26400000,70000000,3,496634,124158.5,247743.1861,495773,3,0,0,0,0,172,112,0.111287218,0.069554512,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1387997,0,1387997,1387997,70000000,0,70000000,70000000,DDoS
80,564679,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20601.08486,12.39642345,94113.16667,230250.0726,564109,4,510,255,354.9676042,506,4,564665,188221.6667,325528.0875,564109,13,0,0,0,0,72,92,5.312752909,7.083670546,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71884488,8,6,56,11607,20,0,7,5.656854249,5755,0,1934.5,2529.124572,162.2464084,0.194756899,5529576,19400000,70200000,13,71600000,10200000,26500000,70200000,49,290913,58182.6,129431.0965,289715,13,0,0,0,0,172,132,0.111289657,0.083467243,0,5755,777.9333333,1799.98105,3239931.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1386275,0,1386275,1386275,70200000,0,70200000,70200000,DDoS
80,887430,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,13108.63955,9.014795533,126775.7143,335078.8366,886663,3,568,284,397.394011,565,3,887336,221834,443219.3845,886663,3,0,0,0,0,72,112,3.380548325,5.634247208,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71548162,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,163.0090791,0.181695793,5962346.833,20300000,70300000,1,71300000,10200000,26500000,70300000,1,233976,58494,116224.7259,232830,4,0,0,0,0,172,112,0.111812795,0.069882997,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1041007,0,1041007,1041007,70300000,0,70300000,70300000,DDoS
80,887423,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13108.74296,10.14172497,110927.875,313426.1796,886618,2,645,322.5,361.3315652,578,67,887330,177466,396428.1128,886618,2,0,0,0,0,72,132,3.380574991,6.761149981,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71548585,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,162.9242563,0.181694718,5962382.083,20300000,70300000,76,71400000,10200000,26500000,70300000,78,187620,46905,87442.1929,177910,160,0,0,0,0,172,112,0.111812134,0.069882584,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1040891,0,1040891,1040891,70300000,0,70300000,70300000,DDoS
80,887582,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13106.39468,7.886595267,147930.3333,362005.559,886871,11,650,325,301.2274888,538,112,887530,295843.3333,511845.0728,886871,11,0,0,0,0,72,92,3.3799694,4.506625867,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71547614,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,162.9264674,0.167720478,6504328.545,21200000,70300000,7,71400000,10200000,26500000,70300000,157,185690,61896.66667,100671.7064,178069,235,0,0,0,0,172,92,0.111813652,0.055906826,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1046948,0,1046948,1046948,70300000,0,70300000,70300000,DDoS
80,895463,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12991.04486,8.933925802,127923.2857,338079.3003,894615,3,625,312.5,262.3366158,498,127,895416,223854,447174.0819,894615,3,0,0,0,0,72,112,3.350222176,5.583703626,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71541478,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,162.9404413,0.181712768,5961789.833,20300000,70300000,49,71400000,10200000,26500000,70300000,226,184667,46166.75,87854.66748,177880,52,0,0,0,0,172,112,0.111823242,0.069889526,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1040747,0,1040747,1040747,70300000,0,70300000,70300000,DDoS
80,896903,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12970.18741,8.919582162,128129,338691.9316,896210,3,570,285,337.9970414,524,46,896887,224221.75,447992.2514,896210,3,0,0,0,0,72,112,3.344843311,5.574738851,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71539805,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,162.9442518,0.181717018,5961650.417,20300000,70300000,40,71400000,10200000,26500000,70300000,210,183556,45889,88116.13058,178012,40,0,0,0,0,172,112,0.111825857,0.069891161,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1038158,0,1038158,1038158,70300000,0,70300000,70300000,DDoS
80,911283,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12765.51851,9.876185554,113910.375,321913.6821,910606,3,539,269.5,301.9345956,483,56,911270,182254,407161.223,910606,3,0,0,0,0,72,132,3.292061851,6.584123703,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71527893,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,162.971388,0.18174728,5960657.75,20300000,70300000,49,71300000,10200000,26500000,70300000,201,185088,46272,89173.41778,180002,155,0,0,0,0,172,112,0.11184448,0.0699028,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1023759,0,1023759,1023759,70300000,0,70300000,70300000,DDoS
80,912775,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12744.6523,8.764481937,130396.4286,344689.2,912078,1,481,240.5,338.7041482,480,1,912687,228171.75,455937.5366,912078,4,0,0,0,0,72,112,3.286680726,5.477801211,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71526146,9,5,62,11607,20,0,6.888888889,5.30199124,8675,0,2321.4,3769.536019,163.1431393,0.195732621,5502011.231,19500000,70300000,42,71300000,8918181.25,24800000,70300000,155,182976,45744,89569.19911,180090,183,0,0,0,0,192,112,0.125828113,0.069904507,0,8675,778.3333333,2309.850696,5335410.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1021032,0,1021032,1021032,70300000,0,70300000,70300000,DDoS
80,930866,3,7,26,11607,20,0,8.666666667,10.26320288,4295,0,1658.142857,1750.496732,12496.96519,10.74268477,103429.5556,309922.3319,929889,3,567,283.5,395.2726907,563,4,930806,155134.3333,379550.8018,929889,3,0,0,0,0,72,152,3.222805431,7.519879338,0,4295,1057.545455,1591.524638,2532950.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71445594,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,163.2430966,0.195953301,5495814.923,19500000,70300000,14,71300000,10200000,26500000,70300000,224,182948,36589.6,80188.12332,180025,14,0,0,0,0,172,132,0.111973315,0.083979986,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,939552,0,939552,939552,70300000,0,70300000,70300000,DDoS
80,927087,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12547.90543,8.629179354,132441,350042.6364,926263,4,593,296.5,331.6330804,531,62,927038,231759.5,463002.4062,926263,4,0,0,0,0,72,112,3.235942258,5.393237096,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71432917,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,163.2720669,0.16798978,6493901.545,21200000,70300000,6,71300000,10200000,26500000,70300000,50,180218,60072.66667,103592.8355,179691,6,0,0,0,0,172,92,0.111993187,0.055996593,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,929173,0,929173,929173,70300000,0,70300000,70300000,DDoS
80,927134,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12547.26933,8.628741908,132447.7143,350074.9424,926343,4,611,305.5,310.4198769,525,86,927025,231756.25,463057.8841,926343,4,0,0,0,0,72,112,3.235778215,5.392963692,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71431947,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,163.274284,0.181991399,5952662.25,20300000,70300000,1,71300000,10200000,26500000,70300000,1,178924,44731,88778.68264,177898,14,0,0,0,0,172,112,0.111994707,0.069996692,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,928941,0,928941,928941,70300000,0,70300000,70300000,DDoS
80,929319,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12517.76839,9.684510916,116164.875,328181.6537,928373,48,590,295,280.0142853,493,97,929128,185825.6,415096.6505,928373,48,0,0,0,0,72,132,3.228170305,6.456340611,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71431000,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,163.3604457,0.181993812,5952583.333,20300000,70300000,1,71300000,8906699,24800000,70300000,1,178039,59346.33333,102199.0555,177355,6,0,0,0,0,192,92,0.125995716,0.055998096,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,925036,0,925036,925036,70300000,0,70300000,70300000,DDoS
80,71430158,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,163.3623714,0.181995958,5952513.167,20300000,70300000,1,71300000,8906732,24800000,70300000,1,176962,58987.33333,101519.3493,176211,5,0,0,0,0,192,92,0.125997201,0.055998756,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,923005,0,923005,923005,70300000,0,70300000,70300000,DDoS
80,929357,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,12517.25655,8.608102161,132765.2857,350929.2819,928598,1,520,260,363.4528855,517,3,929318,232329.5,464179.0524,928598,1,0,0,0,0,72,112,3.22803831,5.380063851,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71474726,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,163.1765612,0.209864393,5105337.571,18800000,70500000,1,71500000,8934242.625,24900000,70500000,1,31701,6340.2,13772.007,30975,46,0,0,0,0,192,132,0.125918636,0.083945757,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,921988,0,921988,921988,70500000,0,70500000,70500000,DDoS
80,914484,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,12720.83492,9.8416156,114310.5,323022.3827,913750,9,618,309,369.1097398,570,48,914433,182886.6,408565.1295,913750,9,0,0,0,0,72,132,3.280538533,6.561077066,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71468679,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,163.1064148,0.195890007,5497590.692,19500000,70500000,1,71500000,10200000,26600000,70500000,1,30684,6136.8,13392.90341,30094,46,0,0,0,0,172,132,0.111937147,0.08395286,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,912977,0,912977,912977,70500000,0,70500000,70500000,DDoS
80,914655,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12718.45669,8.746467247,130665,345320.4391,913778,1,649,324.5,457.4980874,648,1,914606,228651.5,456751.0788,913778,4,0,0,0,0,72,112,3.279925218,5.46654203,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71468071,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,163.1078024,0.181899411,5955672.583,20300000,70500000,0,71500000,10200000,26600000,70500000,0,30076,7519,14436.169,29172,191,0,0,0,0,172,112,0.111938099,0.069961312,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,921011,0,921011,921011,70500000,0,70500000,70500000,DDoS
80,914618,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12718.9712,8.746821077,130659.7143,345335.5456,913807,3,600,300,420.021428,597,3,914572,228643,456776.0844,913807,4,0,0,0,0,72,112,3.280057904,5.466763173,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72291089,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,161.2508562,0.179828526,6024257.417,20300000,70500000,1,71500000,10200000,26600000,70500000,1,853062,213265.5,407126.8286,823627,191,0,0,0,0,172,112,0.110663708,0.069164818,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,917995,0,917995,917995,70500000,0,70500000,70500000,DDoS
80,914615,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,12719.01292,8.746849767,130659.2857,345381.6105,913911,2,610,305,427.0924958,607,3,914611,228652.75,456838.9253,913911,2,0,0,0,0,72,112,3.280068663,5.466781105,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72290124,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,161.2530088,0.193664075,5560778.769,19500000,70500000,1,71500000,10200000,26600000,70500000,1,852123,170424.6,365412.9521,823753,15,0,0,0,0,172,132,0.110665186,0.082998889,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,916025,0,916025,916025,70500000,0,70500000,70500000,DDoS
80,540315,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,21530.03341,16.65695011,67539.375,190737.7418,539591,3,595,297.5,416.4858941,592,3,540255,108051,241238.3226,539591,3,0,0,0,0,72,132,5.552316704,11.10463341,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,447223,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,26011.63178,17.88816765,63889,168655.7031,446364,10,574,287,343.6538957,530,44,447188,111797,223044.8386,446364,10,0,0,0,0,72,112,6.708062868,11.18010478,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,447193,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,26013.37677,17.88936768,63884.71429,168630.2425,446302,5,653,326.5,340.1183618,567,86,447106,111776.5,223017.1759,446302,5,0,0,0,0,72,112,6.708512879,11.1808548,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,127112,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,91517.71666,70.80370067,15889,44585.23157,126231,10,680,340,431.3351365,645,35,127007,25401.4,56366.12381,126231,10,0,0,0,0,72,132,23.60123356,47.20246712,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72277984,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,161.2800933,0.16602566,6570725.818,21200000,70500000,0,71500000,10200000,26600000,70500000,0,839014,279671.3333,468175.4718,820179,650,0,0,0,0,172,92,0.110683773,0.055341887,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,894898,0,894898,894898,70500000,0,70500000,70500000,DDoS
80,127344,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1942.877285,91350.9863,78.5274532,14149.33333,42084.19925,126373,3,690,345,373.3523805,609,81,127281,21213.5,51518.22163,126373,3,0,0,0,0,72,152,23.55823596,54.96921724,0,4380,1057.545455,1720.253084,2959270.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72275993,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,161.2845361,0.166030234,6570544.818,21200000,70600000,3,71500000,10200000,26600000,70600000,3,829913,276637.6667,470832.7375,820285,438,0,0,0,0,172,92,0.110686822,0.055343411,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,892014,0,892014,892014,70600000,0,70600000,70600000,DDoS
80,127515,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,91228.48292,62.73771713,18216.42857,47761.09758,126528,5,714,357,366.2813127,616,98,127321,31830.25,63132.31724,126528,5,0,0,0,0,72,112,23.52664392,39.21107321,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72274985,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,161.2867855,0.179868595,6022915.417,20300000,70500000,1,71500000,10200000,26600000,70500000,1,829869,207467.25,408488.1949,820168,163,0,0,0,0,172,112,0.110688366,0.069180229,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,899982,0,899982,899982,70500000,0,70500000,70500000,DDoS
80,127459,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,91268.56479,62.76528138,18208.42857,47797.35788,126602,5,668,334,354.9676042,585,83,127380,31845,63172.02547,126602,5,0,0,0,0,72,112,23.53698052,39.22830087,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
